torso_lift,head_tilt
0.0,0.432000407903
0.04,0.595369348256
0.08,0.573509940831
0.12,0.614927539555
0.16,0.69124294254
0.2,0.710034379689
0.24,0.734961518971
0.28,0.782131442754
0.32,0.774461517064
0.36,0.827383765904
